V1	V2	V3	V4	V5	V6
39848	1	0	0	0	-5602214	0
39849	1	0	0	0	-6026267	0
39850	1	0	0	0	-6003064	0
39851	1	0	0	0	-6730182	0
39852	1	0	0	0	-6796727	0
39853	1	0	0	0	-6133197	0
39854	1	0	0	0	-6226639	0
39855	1	0	0	0	-6687896	0
39856	1	0	0	0	-6670686	0
39857	1	0	0	0	-3915172	0
39858	1	0	0	0	-3925524	0
39859	1	0	0	0	0	16194103
39860	1	0	0	0	0	12508041
39861	1	0	0	0	0	12446852
39862	1	0	0	0	0	31838148
39863	1	0	0	0	-12296290	0
39864	1	0	0	0	0	14513147
39865	1	0	0	0	0	66107876
39866	1	0	0	0	0	6438132
39867	1	0	0	0	0	14972024
39868	1	0	0	0	0	1975599
39869	1	0	0	0	0	2014145
39870	1	0	0	0	-4393111	0
39871	1	0	0	0	-4383169	0
39872	1	0	0	0	0	16375980
39873	1	0	0	0	0	29106588
39874	1	0	0	0	0	69851807
39875	1	0	0	0	0	120214313
39876	1	0	0	0	0	5753542
39877	1	0	0	0	0	82949950
39878	1	0	0	0	-265395	0
39879	1	0	0	0	0	109301891
39880	1	0	0	0	0	114888410
39881	1	0	0	0	0	66138453
39882	1	0	0	0	0	118309379
39883	1	0	0	0	-1951133	0
39884	1	0	0	0	0	9214192
39885	1	0	0	0	0	258718206
39886	1	0	0	0	0	41718080
39887	1	0	0	0	0	64821133
39888	1	0	0	0	-3225846	0
39889	1	0	0	0	0	64830626
39890	1	0	0	0	0	64947779
39891	1	0	0	0	-4836313	0
39892	1	0	0	0	0	760832
39893	1	0	0	0	0	5419573
39894	1	0	0	0	0	97590634
39895	1	0	0	0	0	8570490
39896	1	0	0	0	0	30769963
39897	1	0	0	0	0	112959251
39898	1	0	0	0	0	28554966
39899	1	0	0	0	0	28474666
39900	1	0	0	0	-9326276	0
39901	1	0	0	0	0	14557183
39902	1	0	0	0	0	114875839
39903	1	0	0	0	0	16577946
39904	1	0	0	0	0	43523563
39905	1	0	0	0	-4136078	0
39906	1	0	0	0	0	5897748
39907	1	0	0	0	0	5865354
39908	1	0	0	0	0	68749936
39909	1	0	0	0	0	18286273
39910	1	0	0	0	0	91210526
39911	1	0	0	0	0	35342554
39912	1	0	0	0	0	1031217
39913	1	0	0	0	0	9373154
39914	1	0	0	0	-4354254	0
39915	1	0	0	0	0	13503326
39916	1	0	0	0	0	44754470
39917	1	0	0	0	0	1119949
39918	1	0	0	0	0	17544002
39919	1	0	0	0	0	85654138
39920	1	0	0	0	0	1453700
39921	1	0	0	0	0	115905014
39922	1	0	0	0	0	34734127
39923	1	0	0	0	0	114881512
39924	1	0	0	0	0	114877226
39925	1	0	0	0	-3665289	0
39926	1	0	0	0	0	60252308
39927	1	0	0	0	0	255483860
39928	1	0	0	0	0	63423200
39929	1	0	0	0	0	63240803
39930	1	0	0	0	-14063317	0
39931	1	0	0	0	-4794281	0
39932	1	0	0	0	-14433053	0
39933	1	0	0	0	0	95938299
39934	1	0	0	0	0	118619238
39935	1	0	0	0	-8052489	0
39936	1	0	0	0	0	1810627
39937	1	0	0	0	-13043029	0
39938	1	0	0	0	0	5438883
39939	1	0	0	0	0	33947049
39940	1	0	0	0	0	33972326
39941	1	0	0	0	0	87625881
39942	1	0	0	0	0	105414258
39943	1	0	0	0	-5151274	0
39944	1	0	0	0	0	278260
39945	1	0	0	0	0	33200817
39946	1	0	0	0	0	168422927
39947	1	0	0	0	0	168334022
39948	1	0	0	0	0	168098543
39949	1	0	0	0	0	168132312
39950	1	0	0	0	0	168284744
39951	1	0	0	0	0	67175432
39952	1	0	0	0	0	67554000
39953	1	0	0	0	0	67139725
39954	1	0	0	0	0	67569571
39955	1	0	0	0	0	67045923
39956	1	0	0	0	0	67609498
39957	1	0	0	0	0	67631510
39958	1	0	0	0	0	67753439
39959	1	0	0	0	0	67876891
39960	1	0	0	0	0	12265409
39961	1	0	0	0	-4055280	0
39962	1	0	0	0	0	43601116
39963	1	0	0	0	0	115145692
39964	1	0	0	0	0	65542462
39965	1	0	0	0	22337	0
39966	1	0	0	0	0	255286751
39967	1	0	0	0	-6465110	0
39968	1	0	0	0	0	5288547
39969	1	0	0	0	0	2531369
39970	1	0	0	0	0	5316950
39971	1	0	0	0	0	22700259
39972	1	0	0	0	0	12909377
39973	1	0	0	0	0	13503816
39974	1	0	0	0	0	25196134
39975	1	0	0	0	0	88183892
39976	1	0	0	0	-12395701	0
39977	1	0	0	0	-14578686	0
39978	1	0	0	0	0	60417504
39979	1	0	0	0	0	63513969
39980	1	0	0	0	0	91760908
39981	1	0	0	0	0	91755013
39982	1	0	0	0	0	35143320
39983	1	0	0	0	0	28359123
39984	1	0	0	0	0	28195420
39985	1	0	0	0	0	9406699
39986	1	0	0	0	0	9187498
39987	1	0	0	0	0	9385445
39988	1	0	0	0	0	14606422
39989	1	0	0	0	-10073465	0
39990	1	0	0	0	0	41647734
39991	1	0	0	0	0	5876298
39992	1	0	0	0	0	79801948
39993	1	0	0	0	0	81306740
39994	1	0	0	0	0	81164032
39995	1	0	0	0	0	81283000
39996	1	0	0	0	0	15941848
39997	1	0	0	0	0	6041819
39998	1	0	0	0	0	72175717
39999	1	0	0	0	-7026415	0
40000	1	0	0	0	0	51141316
40001	1	0	0	0	0	17447846
40002	1	0	0	0	0	48484815
40003	1	0	0	0	-2596893	0
40004	1	0	0	0	-5829254	0
40005	1	0	0	0	0	29068397
40006	1	0	0	0	0	239952878
40007	1	0	0	0	0	2720498
40008	1	0	0	0	0	2523469
40009	1	0	0	0	0	2001378
40010	1	0	0	0	0	68005804
40011	1	0	0	0	-13431814	0
40012	1	0	0	0	0	15057143
40013	1	0	0	0	0	15069992
40014	1	0	0	0	0	63107496
40015	1	0	0	0	0	63190603
40016	1	0	0	0	0	63215731
40017	1	0	0	0	0	63076435
40018	1	0	0	0	0	63374538
40019	1	0	0	0	0	62998461
40020	1	0	0	0	0	63017225
40021	1	0	0	0	0	62939480
40022	1	0	0	0	0	62290512
40023	1	0	0	0	0	62953309
40024	1	0	0	0	0	62725676
40025	1	0	0	0	0	63344850
40026	1	0	0	0	0	62285889
40027	1	0	0	0	0	63156959
40028	1	0	0	0	0	62580862
40029	1	0	0	0	0	62705295
40030	1	0	0	0	0	95829484
40031	1	0	0	0	0	65301743
40032	1	0	0	0	0	10212612
40033	1	0	0	0	0	10194155
40034	1	0	0	0	0	25032566
40035	1	0	0	0	0	31740856
40036	1	0	0	0	0	21161375
40037	1	0	0	0	0	21192080
40038	1	0	0	0	-2256115	0
40039	0	1	0	0	-588178	0
40040	1	0	0	0	0	16152491
40041	1	0	0	0	0	125718898
40042	1	0	0	0	0	24379849
40043	1	0	0	0	0	106474961
40044	1	0	0	0	0	26061820
40045	1	0	0	0	0	12005305
40046	1	0	0	0	0	56819233
40047	1	0	0	0	0	106749866
40048	1	0	0	0	-10338934	0
40049	1	0	0	0	-4693099	0
40050	1	0	0	0	-4684767	0
40051	1	0	0	0	-4721054	0
40052	1	0	0	0	0	56695722
40053	1	0	0	0	0	1159148
40054	1	0	0	0	0	16447204
40055	1	0	0	0	0	47270742
40056	1	0	0	0	0	36708804
40057	1	0	0	0	0	47023483
40058	1	0	0	0	0	47049148
40059	1	0	0	0	0	47215112
40060	1	0	0	0	0	114186229
40061	1	0	0	0	0	42108780
40062	1	0	0	0	0	42283105
40063	1	0	0	0	0	42076696
40064	1	0	0	0	0	42309088
40065	1	0	0	0	-4892676	0
40066	1	0	0	0	-3764436	0
40067	1	0	0	0	0	5985230
40068	1	0	0	0	0	5936596
40069	1	0	0	0	0	17071776
40070	1	0	0	0	0	17027685
40071	1	0	0	0	0	17044416
40072	1	0	0	0	0	16431129
40073	1	0	0	0	0	16640004
40074	1	0	0	0	0	16496985
40075	1	0	0	0	0	4523647
40076	1	0	0	0	0	76189022
40077	1	0	0	0	0	117653555
40078	1	0	0	0	0	117300290
40079	1	0	0	0	0	39695455
40080	1	0	0	0	0	15374144
40081	1	0	0	0	0	27749438
40082	1	0	0	0	0	75022886
40083	1	0	0	0	0	111875883
40084	1	0	0	0	-5182363	0
40085	1	0	0	0	0	30752365
40086	1	0	0	0	0	30724876
40087	1	0	0	0	0	68058598
40088	1	0	0	0	0	68102157
40089	1	0	0	0	0	67979404
40090	1	0	0	0	0	67945988
40091	1	0	0	0	0	67898606
40092	1	0	0	0	0	67871223
40093	1	0	0	0	0	67919756
40094	1	0	0	0	0	67117616
40095	1	0	0	0	0	67746147
40096	1	0	0	0	0	117140446
40097	1	0	0	0	0	28428162
40098	1	0	0	0	0	91287832
40099	1	0	0	0	-4008093	0
40100	1	0	0	0	0	25010608
40101	1	0	0	0	0	68605314
40102	1	0	0	0	0	63035170
40103	1	0	0	0	0	87820175
40104	1	0	0	0	0	87720816
40105	1	0	0	0	0	7348206
40106	1	0	0	0	-9716768	0
40107	1	0	0	0	0	50893427
40108	1	0	0	0	-9538454	0
40109	1	0	0	0	-2249446	0
40110	1	0	0	0	0	1105618
40111	1	0	0	0	0	13215142
40112	1	0	0	0	0	105375918
40113	1	0	0	0	0	105324524
40114	1	0	0	0	0	59676482
40115	1	0	0	0	-13256785	0
40116	1	0	0	0	0	20556027
40117	1	0	0	0	0	20568986
40118	1	0	0	0	0	117156608
40119	1	0	0	0	0	57776542
40120	1	0	0	0	0	114244283
40121	1	0	0	0	0	11392199
40122	1	0	0	0	-8072855	0
40123	1	0	0	0	0	3753002
40124	1	0	0	0	0	30902064
40125	1	0	0	0	0	30812840
40126	1	0	0	0	0	122518726
40127	1	0	0	0	-3859121	0
40128	1	0	0	0	-3849533	0
40129	1	0	0	0	0	8019113
40130	1	0	0	0	0	18331643
40131	1	0	0	0	0	63961575
40132	1	0	0	0	0	106359174
40133	1	0	0	0	0	27244883
40134	1	0	0	0	0	53962690
40135	1	0	0	0	0	15151240
40136	1	0	0	0	0	25546812
40137	1	0	0	0	0	96421007
40138	1	0	0	0	0	5175166
40139	1	0	0	0	0	16655230
40140	1	0	0	0	-7448660	0
40141	1	0	0	0	0	38960851
40142	1	0	0	0	0	37392378
40143	1	0	0	0	0	75064270
40144	1	0	0	0	0	31515326
40145	1	0	0	0	0	35072079
40146	1	0	0	0	0	7932000
40147	1	0	0	0	-6743851	0
40148	1	0	0	0	0	9913633
40149	1	0	0	0	0	13710488
40150	1	0	0	0	-5755363	0
40151	1	0	0	0	0	15784339
40152	0	1	0	0	0	512157
40153	1	0	0	0	0	70372499
40154	1	0	0	0	0	29401402
40155	1	0	0	0	0	58273763
40156	1	0	0	0	0	16948126
40157	1	0	0	0	0	37680001
40158	1	0	0	0	0	37877175
40159	1	0	0	0	0	117288818
40160	1	0	0	0	0	253171206
40161	1	0	0	0	0	92192812
40162	1	0	0	0	0	53564539
40163	1	0	0	0	0	43499284
40164	1	0	0	0	0	15042777
40165	1	0	0	0	-7717942	0
40166	1	0	0	0	0	30908081
40167	1	0	0	0	0	2892560
40168	1	0	0	0	-7193070	0
40169	1	0	0	0	0	16986128
40170	1	0	0	0	-7956056	0
40171	1	0	0	0	-7950511	0
40172	1	0	0	0	-8041002	0
40173	1	0	0	0	0	13522799
40174	1	0	0	0	0	38444330
40175	1	0	0	0	0	2388199
40176	1	0	0	0	-4155612	0
40177	1	0	0	0	0	45805965
40178	1	0	0	0	0	42770597
40179	1	0	0	0	-2550104	0
40180	1	0	0	0	0	35071547
40181	1	0	0	0	0	117372459
40182	1	0	0	0	0	98034468
40183	1	0	0	0	0	63615651
40184	1	0	0	0	0	95402786
40185	1	0	0	0	0	15100210
40186	1	0	0	0	0	12536950
40187	1	0	0	0	-9955570	0
40188	1	0	0	0	0	118437573
40189	1	0	0	0	-4381078	0
40190	1	0	0	0	-3802255	0
40191	1	0	0	0	-3800881	0
40192	1	0	0	0	-3785235	0
40193	1	0	0	0	0	56894735
40194	1	0	0	0	0	28112812
40195	1	0	0	0	0	114381267
40196	1	0	0	0	0	50113792
40197	1	0	0	0	0	15226251
40198	1	0	0	0	0	80882748
40199	1	0	0	0	0	80905984
40200	1	0	0	0	-9517772	0
40201	1	0	0	0	0	17384642
40202	1	0	0	0	-5789272	0
40203	1	0	0	0	-5788470	0
40204	1	0	0	0	0	16532285
40205	1	0	0	0	0	20691828
40206	1	0	0	0	0	26995771
40207	1	0	0	0	0	254793480
40208	1	0	0	0	0	39667723
40209	1	0	0	0	-6939025	0
40210	1	0	0	0	0	2586856
40211	1	0	0	0	0	93118788
40212	1	0	0	0	-3074200	0
40213	1	0	0	0	0	15056988
40214	1	0	0	0	0	15224352
40215	1	0	0	0	0	15079856
40216	1	0	0	0	0	15164710
40217	1	0	0	0	0	15182858
40218	1	0	0	0	0	154336177
40219	1	0	0	0	0	113083778
40220	1	0	0	0	0	79664578
40221	1	0	0	0	0	8799504
40222	1	0	0	0	0	9877254
40223	1	0	0	0	0	26486628
40224	1	0	0	0	0	17815042
40225	1	0	0	0	0	17940665
40226	1	0	0	0	0	17785135
40227	1	0	0	0	0	17697305
40228	1	0	0	0	0	112350960
40229	1	0	0	0	0	118141927
40230	1	0	0	0	-3100740	0
40231	1	0	0	0	0	4082968
40232	1	0	0	0	0	4018306
40233	1	0	0	0	0	60433793
40234	1	0	0	0	0	12039339
40235	1	0	0	0	-4506667	0
40236	1	0	0	0	-6816982	0
40237	1	0	0	0	-6646770	0
40238	1	0	0	0	-6146964	0
40239	1	0	0	0	-5893897	0
40240	1	0	0	0	-6714996	0
40241	1	0	0	0	-5944508	0
40242	1	0	0	0	-5817406	0
40243	1	0	0	0	-5795150	0
40244	1	0	0	0	-5623837	0
40245	1	0	0	0	0	112858409
40246	1	0	0	0	-8559030	0
40247	1	0	0	0	-8775299	0
40248	1	0	0	0	-4475696	0
40249	1	0	0	0	0	27201899
40250	1	0	0	0	0	98003695
40251	1	0	0	0	0	5962659
40252	1	0	0	0	0	481697
40253	1	0	0	0	0	941636
40254	1	0	0	0	0	553702
40255	1	0	0	0	0	363153
40256	1	0	0	0	0	621225
40257	0	1	0	0	-42978	0
40258	0	1	0	0	-4634	0
40259	1	0	0	0	-1315706	0
40260	0	1	0	0	-156352	0
40261	1	0	0	0	-81987964	0
40262	1	0	0	0	-81918007	0
40263	1	0	0	0	-81608668	0
40264	1	0	0	0	-82328173	0
40265	1	0	0	0	0	13105256
40266	1	0	0	0	0	13350989
40267	1	0	0	0	-4448269	0
40268	1	0	0	0	-91013852	0
40269	1	0	0	0	0	31168120
40270	1	0	0	0	0	31417129
40271	1	0	0	0	0	31237736
40272	1	0	0	0	-82795489	0
40273	1	0	0	0	-3245504	0
40274	0	1	0	0	-64635	0
40275	0	1	0	0	-78522	0
40276	1	0	0	0	-2868250	0
40277	1	0	0	0	-1486450	0
40278	1	0	0	0	-1369603	0
40279	1	0	0	0	0	1728190
40280	1	0	0	0	-2903693	0
40281	1	0	0	0	0	1603727
40282	1	0	0	0	0	1547174
40283	1	0	0	0	0	1580062
40284	1	0	0	0	0	2161655
40285	1	0	0	0	0	2164676
40286	1	0	0	0	0	1837421
40287	0	1	0	0	0	415722
40288	0	1	0	0	0	459478
40289	1	0	0	0	-3668262	0
40290	0	1	0	0	0	220502
40291	0	1	0	0	0	217496
40292	1	0	0	0	0	1322559
40293	1	0	0	0	0	1490051
40294	1	0	0	0	0	1403002
40295	0	1	0	0	0	212421
40296	1	0	0	0	0	1390233
40297	1	0	0	0	0	1314174
40298	1	0	0	0	0	1632131
40299	0	1	0	0	0	715448
40300	0	1	0	0	0	692648
40301	0	1	0	0	0	527712
40302	0	1	0	0	0	497331
40303	1	0	0	0	-3817331	0
40304	1	0	0	0	-3617819	0
40305	0	1	0	0	0	134366
40306	0	1	0	0	0	154058
40307	1	0	0	0	0	3218595
40308	1	0	0	0	-2658530	0
40309	0	1	0	0	0	594403
40310	0	1	0	0	0	575548
40311	1	0	0	0	-1879084	0
40312	1	0	0	0	0	1780251
40313	1	0	0	0	-22485692	0
40314	1	0	0	0	0	5030981
40315	0	0	0	1	0	-55158
40316	1	0	0	0	0	5005749
40317	1	0	0	0	-2377706	0
40318	1	0	0	0	-20480523	0
40319	0	0	0	1	26205	0
40320	1	0	0	0	-2504773	0
40321	0	1	0	0	-920807	0
40322	1	0	0	0	0	64504924
40323	1	0	0	0	-21460175	0
40324	1	0	0	0	-23625944	0
40325	1	0	0	0	0	4085326
40326	1	0	0	0	0	4293986
40327	1	0	0	0	0	27716473
40328	1	0	0	0	0	148838950
40329	1	0	0	0	0	23419616
40330	1	0	0	0	0	148866876
40331	0	0	0	1	147098	0
40332	1	0	0	0	0	60853051
40333	1	0	0	0	0	60803113
40334	1	0	0	0	-7934671	0
40335	1	0	0	0	-8418933	0
40336	1	0	0	0	0	63693385
40337	1	0	0	0	-8644778	0
40338	1	0	0	0	0	5610336
40339	1	0	0	0	0	61642976
40340	1	0	0	0	0	29277598
40341	1	0	0	0	0	2401553
40342	0	1	0	0	0	229196
40343	0	1	0	0	0	211354
40344	0	1	0	0	0	252128
40345	1	0	0	0	0	54538279
40346	0	1	0	0	-565740	0
40347	0	1	0	0	-580499	0
40348	0	1	0	0	0	46285
40349	0	1	0	0	0	889608
40350	0	1	0	0	0	629112
40351	0	1	0	0	0	604231
40352	0	1	0	0	0	510680
40353	0	1	0	0	0	320823
40354	0	1	0	0	0	278712
40355	1	0	0	0	-3313199	0
40356	1	0	0	0	0	33709246
40357	0	1	0	0	0	15990
40358	1	0	0	0	0	61756045
40359	1	0	0	0	-3162316	0
40360	1	0	0	0	0	53749656
40361	1	0	0	0	0	53737647
40362	1	0	0	0	-10128373	0
40363	1	0	0	0	0	52543705
40364	1	0	0	0	-30215024	0
40365	1	0	0	0	-30417869	0
40366	1	0	0	0	0	61804224
40367	0	1	0	0	-857653	0
40368	1	0	0	0	-30401257	0
40369	1	0	0	0	0	5889770
40370	0	1	0	0	0	726497
40371	1	0	0	0	0	27091770
40372	1	0	0	0	0	54809532
40373	1	0	0	0	0	45709754
40374	0	1	0	0	0	145431
40375	1	0	0	0	0	33341856
40376	1	0	0	0	-12918418	0
40377	1	0	0	0	0	30277185
40378	1	0	0	0	0	15375695
40379	0	1	0	0	-182133	0
40380	0	1	0	0	-323052	0
40381	0	1	0	0	-264407	0
40382	1	0	0	0	0	6260462
40383	1	0	0	0	0	43664523
40384	1	0	0	0	0	3809982
40385	0	0	0	1	0	-22512
40386	1	0	0	0	0	1204890
40387	1	0	0	0	0	2516191
40388	1	0	0	0	0	2371386
40389	1	0	0	0	0	1570910
40390	0	1	0	0	0	31225
40391	0	1	0	0	0	271975
40392	0	1	0	0	-382480	0
40393	1	0	0	0	-88182610	0
40394	1	0	0	0	0	152037727
40395	0	0	0	1	0	-4112
40396	1	0	0	0	-105705084	0
40397	1	0	0	0	-2259142	0
40398	1	0	0	0	-104471064	0
40399	0	1	0	0	-897941	0
40400	1	0	0	0	0	17781155
40401	1	0	0	0	-38185655	0
40402	0	1	0	0	-64752	0
40403	0	1	0	0	-85367	0
40404	0	1	0	0	-99589	0
40405	1	0	0	0	-2453660	0
40406	0	1	0	0	-10780	0
40407	0	1	0	0	-79321	0
40408	0	1	0	0	0	99064
40409	0	1	0	0	-758226	0
40410	1	0	0	0	-3829643	0
40411	1	0	0	0	-2021237	0
40412	1	0	0	0	-1489797	0
40413	1	0	0	0	-1450752	0
40414	1	0	0	0	-1228336	0
40415	1	0	0	0	-1792519	0
40416	1	0	0	0	-1944818	0
40417	1	0	0	0	-1477548	0
40418	1	0	0	0	-1692836	0
40419	1	0	0	0	-2168266	0
40420	1	0	0	0	-2241447	0
40421	1	0	0	0	-2273584	0
40422	1	0	0	0	-2338615	0
40423	1	0	0	0	-2459241	0
40424	1	0	0	0	-2156093	0
40425	1	0	0	0	0	3595922
40426	1	0	0	0	-5058308	0
40427	0	1	0	0	0	112232
40428	1	0	0	0	0	8597208
40429	1	0	0	0	-3883071	0
40430	1	0	0	0	-1824410	0
40431	1	0	0	0	0	9959474
40432	0	1	0	0	-695665	0
40433	0	1	0	0	-572319	0
40434	0	1	0	0	-220946	0
40435	0	1	0	0	-284059	0
40436	0	1	0	0	0	843854
40437	0	1	0	0	0	843008
40438	1	0	0	0	-5459171	0
40439	1	0	0	0	-5058480	0
40440	1	0	0	0	-1872239	0
40441	1	0	0	0	-2081191	0
40442	1	0	0	0	-2520481	0
40443	1	0	0	0	-2679364	0
40444	1	0	0	0	-4582676	0
40445	1	0	0	0	-49905075	0
40446	1	0	0	0	-1468832	0
40447	0	1	0	0	-165755	0
40448	1	0	0	0	-1222355	0
40449	1	0	0	0	-14425542	0
40450	1	0	0	0	-12906566	0
40451	1	0	0	0	-13741960	0
40452	1	0	0	0	-13912282	0
40453	1	0	0	0	-13820571	0
40454	1	0	0	0	-13888417	0
40455	1	0	0	0	-13856544	0
40456	1	0	0	0	-13832289	0
40457	1	0	0	0	-13793608	0
40458	0	0	0	1	31914	0
40459	1	0	0	0	-1258121	0
40460	1	0	0	0	-1194613	0
40461	1	0	0	0	-2564136	0
40462	1	0	0	0	-3848014	0
40463	1	0	0	0	-14324825	0
40464	1	0	0	0	-2549906	0
40465	1	0	0	0	-2510980	0
40466	1	0	0	0	-15563372	0
40467	1	0	0	0	-12796905	0
40468	0	1	0	0	-544538	0
40469	1	0	0	0	-47971333	0
40470	1	0	0	0	-20608783	0
40471	1	0	0	0	-20594219	0
40472	1	0	0	0	-55683845	0
40473	1	0	0	0	-1916954	0
40474	1	0	0	0	-1930697	0
40475	1	0	0	0	-52434554	0
40476	1	0	0	0	-52512518	0
40477	1	0	0	0	-46295039	0
40478	1	0	0	0	-46323600	0
40479	0	1	0	0	0	268201
40480	1	0	0	0	-20622457	0
40481	1	0	0	0	-1380399	0
40482	1	0	0	0	-13934283	0
40483	1	0	0	0	-13455926	0
40484	1	0	0	0	-17441424	0
40485	1	0	0	0	-20267565	0
40486	1	0	0	0	-43008664	0
40487	1	0	0	0	-46968669	0
40488	1	0	0	0	-46929493	0
40489	1	0	0	0	-44998507	0
40490	1	0	0	0	-16256373	0
40491	1	0	0	0	-52533606	0
40492	1	0	0	0	-39352052	0
40493	1	0	0	0	-39886696	0
40494	0	1	0	0	-661318	0
40495	1	0	0	0	-47089523	0
40496	1	0	0	0	-39689270	0
40497	1	0	0	0	0	3005333
40498	1	0	0	0	0	3018737
40499	1	0	0	0	-39056866	0
40500	1	0	0	0	-162579579	0
40501	1	0	0	0	0	4694313
40502	1	0	0	0	-22176671	0
40503	1	0	0	0	0	6502103
40504	1	0	0	0	-39140121	0
40505	1	0	0	0	-44334866	0
40506	1	0	0	0	-43802741	0
40507	1	0	0	0	-2965013	0
40508	1	0	0	0	-41022779	0
40509	1	0	0	0	-40993525	0
40510	1	0	0	0	-41182674	0
40511	1	0	0	0	-40110065	0
40512	1	0	0	0	-1730275	0
40513	1	0	0	0	-51055983	0
40514	1	0	0	0	-50749909	0
40515	1	0	0	0	-42536292	0
40516	1	0	0	0	0	6621961
40517	1	0	0	0	-13561954	0
40518	1	0	0	0	0	2880349
40519	1	0	0	0	-47842305	0
40520	1	0	0	0	-47830365	0
40521	1	0	0	0	0	8995035
40522	1	0	0	0	-38058502	0
40523	1	0	0	0	-38036993	0
40524	1	0	0	0	-37205039	0
40525	1	0	0	0	-36652388	0
40526	1	0	0	0	-1657993	0
40527	1	0	0	0	-1641781	0
40528	1	0	0	0	-1708971	0
40529	1	0	0	0	-162556573	0
40530	1	0	0	0	-14001255	0
40531	1	0	0	0	0	8313604
40532	1	0	0	0	0	2844797
40533	0	0	0	1	14117	0
40534	1	0	0	0	-61472233	0
40535	1	0	0	0	-15678340	0
40536	1	0	0	0	-39089304	0
40537	1	0	0	0	0	6286929
40538	1	0	0	0	-51282148	0
40539	1	0	0	0	-51378078	0
40540	1	0	0	0	-17722732	0
40541	1	0	0	0	-15305738	0
40542	1	0	0	0	-15072468	0
40543	1	0	0	0	-57185431	0
40544	1	0	0	0	-57324056	0
40545	1	0	0	0	-57171912	0
40546	1	0	0	0	-16794132	0
40547	1	0	0	0	-162483919	0
40548	1	0	0	0	-42945604	0
40549	1	0	0	0	0	5856457
40550	0	0	0	1	0	-14242
40551	1	0	0	0	-59113677	0
40552	1	0	0	0	-58882167	0
40553	1	0	0	0	-58844239	0
40554	1	0	0	0	-57551284	0
40555	1	0	0	0	-57504793	0
40556	1	0	0	0	-59068647	0
40557	1	0	0	0	-37122713	0
40558	1	0	0	0	-57602565	0
40559	1	0	0	0	-58945285	0
40560	1	0	0	0	-59144912	0
40561	1	0	0	0	-57727522	0
40562	1	0	0	0	-41972029	0
40563	1	0	0	0	-57204603	0
40564	1	0	0	0	-57453422	0
40565	1	0	0	0	-57132929	0
40566	1	0	0	0	-57262613	0
40567	1	0	0	0	-57228815	0
40568	1	0	0	0	0	29448636
40569	1	0	0	0	0	5880591
40570	1	0	0	0	0	5603700
40571	1	0	0	0	-50067231	0
40572	1	0	0	0	-40841743	0
40573	1	0	0	0	-40777891	0
40574	1	0	0	0	-18389071	0
40575	1	0	0	0	-59196894	0
40576	1	0	0	0	-59251669	0
40577	1	0	0	0	-59238448	0
40578	1	0	0	0	0	38719236
40579	0	1	0	0	-6659	0
40580	0	1	0	0	-50116	0
40581	1	0	0	0	-57285603	0
40582	1	0	0	0	-57478738	0
40583	1	0	0	0	0	5807303
40584	1	0	0	0	-58376454	0
40585	1	0	0	0	-58481924	0
40586	1	0	0	0	-57791408	0
40587	1	0	0	0	-58480589	0
40588	1	0	0	0	-57647434	0
40589	1	0	0	0	-57753287	0
40590	1	0	0	0	-58007483	0
40591	1	0	0	0	-58572873	0
40592	1	0	0	0	-61407817	0
40593	1	0	0	0	-47250577	0
40594	1	0	0	0	-47484468	0
40595	1	0	0	0	-47266806	0
40596	1	0	0	0	-47669623	0
40597	1	0	0	0	-47640674	0
40598	0	1	0	0	-778969	0
40599	1	0	0	0	0	9192526
40600	1	0	0	0	-12261262	0
40601	1	0	0	0	-12282813	0
40602	1	0	0	0	-40798189	0
40603	1	0	0	0	-102081721	0
40604	1	0	0	0	-58399383	0
40605	1	0	0	0	0	33424634
40606	1	0	0	0	0	10751674
40607	1	0	0	0	-71384691	0
40608	1	0	0	0	-47206498	0
40609	1	0	0	0	0	38480646
40610	1	0	0	0	0	33314237
40611	1	0	0	0	-162622280	0
40612	0	1	0	0	-987106	0
40613	1	0	0	0	-65815741	0
40614	1	0	0	0	0	34621649
40615	1	0	0	0	-38447401	0
40616	1	0	0	0	0	21859223
40617	1	0	0	0	-38143854	0
40618	1	0	0	0	-18433309	0
40619	1	0	0	0	0	33114455
40620	1	0	0	0	-17173879	0
40621	1	0	0	0	-150077308	0
40622	1	0	0	0	-150086556	0
40623	1	0	0	0	-17699372	0
40624	1	0	0	0	0	40433281
40625	1	0	0	0	0	15559427
40626	1	0	0	0	-162072503	0
40627	1	0	0	0	-20521574	0
40628	1	0	0	0	-17040536	0
40629	1	0	0	0	-17178484	0
40630	1	0	0	0	-17155864	0
40631	1	0	0	0	-17102458	0
40632	1	0	0	0	-18251411	0
40633	1	0	0	0	-17015662	0
40634	1	0	0	0	-18492808	0
40635	1	0	0	0	-18114371	0
40636	1	0	0	0	-17768345	0
40637	1	0	0	0	-20536613	0
40638	1	0	0	0	0	23665098
40639	1	0	0	0	-21235853	0
40640	1	0	0	0	-19799714	0
40641	1	0	0	0	0	38463906
40642	1	0	0	0	-41428552	0
40643	1	0	0	0	-66456503	0
40644	1	0	0	0	-47919299	0
40645	1	0	0	0	-47526581	0
40646	1	0	0	0	-47456454	0
40647	1	0	0	0	-47424504	0
40648	1	0	0	0	0	23979025
40649	1	0	0	0	0	23955429
40650	1	0	0	0	-150118324	0
40651	1	0	0	0	-45849834	0
40652	1	0	0	0	0	24139947
40653	1	0	0	0	0	28013153
